# JD          x_km               y_km                z_km      vx_km_s        vy_km_s         vz_km_s
2458785.500 +1.94370775e+09 -6.10218402e+09 -2.39069506e+09 +5.44811360e+00 -1.20336466e+01 -4.66561395e+00
2458785.750 +1.94382543e+09 -6.10244395e+09 -2.39079583e+09 +5.44809613e+00 -1.20335917e+01 -4.66559245e+00
2458786.000 +1.94394311e+09 -6.10270387e+09 -2.39089661e+09 +5.44807866e+00 -1.20335369e+01 -4.66557097e+00
2458786.250 +1.94406079e+09 -6.10296380e+09 -2.39099739e+09 +5.44806119e+00 -1.20334820e+01 -4.66554948e+00
2458786.500 +1.94417847e+09 -6.10322372e+09 -2.39109816e+09 +5.44804372e+00 -1.20334272e+01 -4.66552799e+00
2458786.750 +1.94429615e+09 -6.10348364e+09 -2.39119894e+09 +5.44802625e+00 -1.20333723e+01 -4.66550651e+00
2458787.000 +1.94441382e+09 -6.10374356e+09 -2.39129971e+09 +5.44800879e+00 -1.20333175e+01 -4.66548503e+00
2458787.250 +1.94453150e+09 -6.10400348e+09 -2.39140049e+09 +5.44799132e+00 -1.20332627e+01 -4.66546355e+00
2458787.500 +1.94464918e+09 -6.10426340e+09 -2.39150126e+09 +5.44797386e+00 -1.20332078e+01 -4.66544207e+00
2458787.750 +1.94476685e+09 -6.10452331e+09 -2.39160203e+09 +5.44795639e+00 -1.20331530e+01 -4.66542059e+00
2458788.000 +1.94488453e+09 -6.10478323e+09 -2.39170281e+09 +5.44793893e+00 -1.20330982e+01 -4.66539912e+00
2458788.250 +1.94500220e+09 -6.10504314e+09 -2.39180358e+09 +5.44792147e+00 -1.20330434e+01 -4.66537765e+00
2458788.500 +1.94511988e+09 -6.10530306e+09 -2.39190435e+09 +5.44790401e+00 -1.20329886e+01 -4.66535618e+00
2458788.750 +1.94523755e+09 -6.10556297e+09 -2.39200512e+09 +5.44788655e+00 -1.20329338e+01 -4.66533471e+00
2458789.000 +1.94535523e+09 -6.10582288e+09 -2.39210589e+09 +5.44786910e+00 -1.20328790e+01 -4.66531324e+00
2458789.250 +1.94547290e+09 -6.10608279e+09 -2.39220666e+09 +5.44785164e+00 -1.20328242e+01 -4.66529178e+00
2458789.500 +1.94559057e+09 -6.10634270e+09 -2.39230743e+09 +5.44783419e+00 -1.20327694e+01 -4.66527032e+00
2458789.750 +1.94570825e+09 -6.10660261e+09 -2.39240820e+09 +5.44781673e+00 -1.20327147e+01 -4.66524886e+00
2458790.000 +1.94582592e+09 -6.10686251e+09 -2.39250897e+09 +5.44779928e+00 -1.20326599e+01 -4.66522740e+00
2458790.250 +1.94594359e+09 -6.10712242e+09 -2.39260974e+09 +5.44778183e+00 -1.20326051e+01 -4.66520594e+00
2458790.500 +1.94606126e+09 -6.10738232e+09 -2.39271051e+09 +5.44776438e+00 -1.20325504e+01 -4.66518449e+00
2458790.750 +1.94617894e+09 -6.10764222e+09 -2.39281128e+09 +5.44774693e+00 -1.20324956e+01 -4.66516303e+00
2458791.000 +1.94629661e+09 -6.10790212e+09 -2.39291205e+09 +5.44772949e+00 -1.20324408e+01 -4.66514158e+00
2458791.250 +1.94641428e+09 -6.10816202e+09 -2.39301281e+09 +5.44771204e+00 -1.20323861e+01 -4.66512013e+00
2458791.500 +1.94653195e+09 -6.10842192e+09 -2.39311358e+09 +5.44769460e+00 -1.20323314e+01 -4.66509869e+00
2458791.750 +1.94664962e+09 -6.10868182e+09 -2.39321434e+09 +5.44767715e+00 -1.20322766e+01 -4.66507724e+00
2458792.000 +1.94676729e+09 -6.10894172e+09 -2.39331511e+09 +5.44765971e+00 -1.20322219e+01 -4.66505580e+00
2458792.250 +1.94688496e+09 -6.10920161e+09 -2.39341587e+09 +5.44764227e+00 -1.20321672e+01 -4.66503436e+00
2458792.500 +1.94700263e+09 -6.10946151e+09 -2.39351664e+09 +5.44762483e+00 -1.20321124e+01 -4.66501292e+00
2458792.750 +1.94712029e+09 -6.10972140e+09 -2.39361740e+09 +5.44760739e+00 -1.20320577e+01 -4.66499148e+00
2458793.000 +1.94723796e+09 -6.10998129e+09 -2.39371817e+09 +5.44758995e+00 -1.20320030e+01 -4.66497004e+00
2458793.250 +1.94735563e+09 -6.11024118e+09 -2.39381893e+09 +5.44757252e+00 -1.20319483e+01 -4.66494861e+00
2458793.500 +1.94747330e+09 -6.11050107e+09 -2.39391969e+09 +5.44755508e+00 -1.20318936e+01 -4.66492718e+00
2458793.750 +1.94759096e+09 -6.11076096e+09 -2.39402045e+09 +5.44753765e+00 -1.20318389e+01 -4.66490575e+00
2458794.000 +1.94770863e+09 -6.11102085e+09 -2.39412122e+09 +5.44752022e+00 -1.20317842e+01 -4.66488432e+00
2458794.250 +1.94782630e+09 -6.11128073e+09 -2.39422198e+09 +5.44750279e+00 -1.20317295e+01 -4.66486290e+00
2458794.500 +1.94794396e+09 -6.11154062e+09 -2.39432274e+09 +5.44748536e+00 -1.20316748e+01 -4.66484147e+00
2458794.750 +1.94806163e+09 -6.11180050e+09 -2.39442350e+09 +5.44746793e+00 -1.20316201e+01 -4.66482005e+00
2458795.000 +1.94817929e+09 -6.11206038e+09 -2.39452426e+09 +5.44745050e+00 -1.20315654e+01 -4.66479863e+00
2458795.250 +1.94829696e+09 -6.11232027e+09 -2.39462502e+09 +5.44743308e+00 -1.20315108e+01 -4.66477721e+00
2458795.500 +1.94841462e+09 -6.11258015e+09 -2.39472578e+09 +5.44741565e+00 -1.20314561e+01 -4.66475580e+00
2458795.750 +1.94853229e+09 -6.11284002e+09 -2.39482654e+09 +5.44739823e+00 -1.20314015e+01 -4.66473438e+00
2458796.000 +1.94864995e+09 -6.11309990e+09 -2.39492729e+09 +5.44738081e+00 -1.20313468e+01 -4.66471297e+00
2458796.250 +1.94876761e+09 -6.11335978e+09 -2.39502805e+09 +5.44736339e+00 -1.20312921e+01 -4.66469156e+00
2458796.500 +1.94888528e+09 -6.11361965e+09 -2.39512881e+09 +5.44734597e+00 -1.20312375e+01 -4.66467015e+00
2458796.750 +1.94900294e+09 -6.11387953e+09 -2.39522956e+09 +5.44732855e+00 -1.20311829e+01 -4.66464874e+00
2458797.000 +1.94912060e+09 -6.11413940e+09 -2.39533032e+09 +5.44731113e+00 -1.20311282e+01 -4.66462734e+00
2458797.250 +1.94923826e+09 -6.11439927e+09 -2.39543108e+09 +5.44729372e+00 -1.20310736e+01 -4.66460594e+00
2458797.500 +1.94935592e+09 -6.11465914e+09 -2.39553183e+09 +5.44727630e+00 -1.20310190e+01 -4.66458453e+00
2458797.750 +1.94947358e+09 -6.11491901e+09 -2.39563259e+09 +5.44725889e+00 -1.20309643e+01 -4.66456314e+00
2458798.000 +1.94959125e+09 -6.11517888e+09 -2.39573334e+09 +5.44724148e+00 -1.20309097e+01 -4.66454174e+00
2458798.250 +1.94970891e+09 -6.11543875e+09 -2.39583410e+09 +5.44722407e+00 -1.20308551e+01 -4.66452034e+00
2458798.500 +1.94982657e+09 -6.11569861e+09 -2.39593485e+09 +5.44720666e+00 -1.20308005e+01 -4.66449895e+00
2458798.750 +1.94994423e+09 -6.11595848e+09 -2.39603560e+09 +5.44718925e+00 -1.20307459e+01 -4.66447756e+00
2458799.000 +1.95006188e+09 -6.11621834e+09 -2.39613635e+09 +5.44717184e+00 -1.20306913e+01 -4.66445617e+00
2458799.250 +1.95017954e+09 -6.11647820e+09 -2.39623711e+09 +5.44715443e+00 -1.20306367e+01 -4.66443478e+00
2458799.500 +1.95029720e+09 -6.11673807e+09 -2.39633786e+09 +5.44713703e+00 -1.20305821e+01 -4.66441340e+00
2458799.750 +1.95041486e+09 -6.11699793e+09 -2.39643861e+09 +5.44711963e+00 -1.20305275e+01 -4.66439201e+00
2458800.000 +1.95053252e+09 -6.11725778e+09 -2.39653936e+09 +5.44710222e+00 -1.20304730e+01 -4.66437063e+00
2458800.250 +1.95065017e+09 -6.11751764e+09 -2.39664011e+09 +5.44708482e+00 -1.20304184e+01 -4.66434925e+00
2458800.500 +1.95076783e+09 -6.11777750e+09 -2.39674086e+09 +5.44706742e+00 -1.20303638e+01 -4.66432787e+00
2458800.750 +1.95088549e+09 -6.11803735e+09 -2.39684161e+09 +5.44705003e+00 -1.20303093e+01 -4.66430650e+00
2458801.000 +1.95100314e+09 -6.11829721e+09 -2.39694236e+09 +5.44703263e+00 -1.20302547e+01 -4.66428512e+00
2458801.250 +1.95112080e+09 -6.11855706e+09 -2.39704311e+09 +5.44701523e+00 -1.20302001e+01 -4.66426375e+00
2458801.500 +1.95123845e+09 -6.11881691e+09 -2.39714385e+09 +5.44699784e+00 -1.20301456e+01 -4.66424238e+00
2458801.750 +1.95135611e+09 -6.11907676e+09 -2.39724460e+09 +5.44698044e+00 -1.20300910e+01 -4.66422101e+00
2458802.000 +1.95147376e+09 -6.11933661e+09 -2.39734535e+09 +5.44696305e+00 -1.20300365e+01 -4.66419965e+00
2458802.250 +1.95159142e+09 -6.11959646e+09 -2.39744609e+09 +5.44694566e+00 -1.20299820e+01 -4.66417828e+00
2458802.500 +1.95170907e+09 -6.11985631e+09 -2.39754684e+09 +5.44692827e+00 -1.20299274e+01 -4.66415692e+00
2458802.750 +1.95182673e+09 -6.12011615e+09 -2.39764759e+09 +5.44691088e+00 -1.20298729e+01 -4.66413556e+00
2458803.000 +1.95194438e+09 -6.12037600e+09 -2.39774833e+09 +5.44689350e+00 -1.20298184e+01 -4.66411420e+00
2458803.250 +1.95206203e+09 -6.12063584e+09 -2.39784908e+09 +5.44687611e+00 -1.20297639e+01 -4.66409284e+00
2458803.500 +1.95217968e+09 -6.12089568e+09 -2.39794982e+09 +5.44685872e+00 -1.20297094e+01 -4.66407149e+00
2458803.750 +1.95229734e+09 -6.12115553e+09 -2.39805056e+09 +5.44684134e+00 -1.20296549e+01 -4.66405013e+00
2458804.000 +1.95241499e+09 -6.12141537e+09 -2.39815131e+09 +5.44682396e+00 -1.20296004e+01 -4.66402878e+00
2458804.250 +1.95253264e+09 -6.12167520e+09 -2.39825205e+09 +5.44680658e+00 -1.20295459e+01 -4.66400743e+00
2458804.500 +1.95265029e+09 -6.12193504e+09 -2.39835279e+09 +5.44678920e+00 -1.20294914e+01 -4.66398609e+00
2458804.750 +1.95276794e+09 -6.12219488e+09 -2.39845353e+09 +5.44677182e+00 -1.20294369e+01 -4.66396474e+00
2458805.000 +1.95288559e+09 -6.12245471e+09 -2.39855428e+09 +5.44675444e+00 -1.20293824e+01 -4.66394340e+00
2458805.250 +1.95300324e+09 -6.12271455e+09 -2.39865502e+09 +5.44673707e+00 -1.20293279e+01 -4.66392206e+00
2458805.500 +1.95312089e+09 -6.12297438e+09 -2.39875576e+09 +5.44671969e+00 -1.20292735e+01 -4.66390072e+00
2458805.750 +1.95323854e+09 -6.12323421e+09 -2.39885650e+09 +5.44670232e+00 -1.20292190e+01 -4.66387938e+00
2458806.000 +1.95335619e+09 -6.12349404e+09 -2.39895724e+09 +5.44668494e+00 -1.20291645e+01 -4.66385804e+00
2458806.250 +1.95347383e+09 -6.12375387e+09 -2.39905798e+09 +5.44666757e+00 -1.20291101e+01 -4.66383671e+00
2458806.500 +1.95359148e+09 -6.12401370e+09 -2.39915871e+09 +5.44665020e+00 -1.20290556e+01 -4.66381538e+00
2458806.750 +1.95370913e+09 -6.12427353e+09 -2.39925945e+09 +5.44663283e+00 -1.20290012e+01 -4.66379405e+00
2458807.000 +1.95382678e+09 -6.12453335e+09 -2.39936019e+09 +5.44661547e+00 -1.20289467e+01 -4.66377272e+00
2458807.250 +1.95394442e+09 -6.12479318e+09 -2.39946093e+09 +5.44659810e+00 -1.20288923e+01 -4.66375139e+00
2458807.500 +1.95406207e+09 -6.12505300e+09 -2.39956166e+09 +5.44658074e+00 -1.20288379e+01 -4.66373007e+00
2458807.750 +1.95417972e+09 -6.12531282e+09 -2.39966240e+09 +5.44656337e+00 -1.20287834e+01 -4.66370874e+00
2458808.000 +1.95429736e+09 -6.12557264e+09 -2.39976314e+09 +5.44654601e+00 -1.20287290e+01 -4.66368742e+00
2458808.250 +1.95441501e+09 -6.12583246e+09 -2.39986387e+09 +5.44652865e+00 -1.20286746e+01 -4.66366610e+00
2458808.500 +1.95453265e+09 -6.12609228e+09 -2.39996461e+09 +5.44651129e+00 -1.20286202e+01 -4.66364479e+00
2458808.750 +1.95465030e+09 -6.12635210e+09 -2.40006534e+09 +5.44649393e+00 -1.20285658e+01 -4.66362347e+00
2458809.000 +1.95476794e+09 -6.12661192e+09 -2.40016607e+09 +5.44647657e+00 -1.20285114e+01 -4.66360216e+00
2458809.250 +1.95488558e+09 -6.12687173e+09 -2.40026681e+09 +5.44645921e+00 -1.20284570e+01 -4.66358085e+00
2458809.500 +1.95500323e+09 -6.12713155e+09 -2.40036754e+09 +5.44644186e+00 -1.20284026e+01 -4.66355954e+00
2458809.750 +1.95512087e+09 -6.12739136e+09 -2.40046827e+09 +5.44642451e+00 -1.20283482e+01 -4.66353823e+00
2458810.000 +1.95523851e+09 -6.12765117e+09 -2.40056901e+09 +5.44640715e+00 -1.20282938e+01 -4.66351693e+00
2458810.250 +1.95535615e+09 -6.12791098e+09 -2.40066974e+09 +5.44638980e+00 -1.20282394e+01 -4.66349562e+00
2458810.500 +1.95547380e+09 -6.12817079e+09 -2.40077047e+09 +5.44637245e+00 -1.20281850e+01 -4.66347432e+00
2458810.750 +1.95559144e+09 -6.12843060e+09 -2.40087120e+09 +5.44635510e+00 -1.20281307e+01 -4.66345302e+00
2458811.000 +1.95570908e+09 -6.12869041e+09 -2.40097193e+09 +5.44633775e+00 -1.20280763e+01 -4.66343172e+00
2458811.250 +1.95582672e+09 -6.12895021e+09 -2.40107266e+09 +5.44632041e+00 -1.20280220e+01 -4.66341043e+00
2458811.500 +1.95594436e+09 -6.12921002e+09 -2.40117339e+09 +5.44630306e+00 -1.20279676e+01 -4.66338913e+00
2458811.750 +1.95606200e+09 -6.12946982e+09 -2.40127412e+09 +5.44628572e+00 -1.20279132e+01 -4.66336784e+00
2458812.000 +1.95617964e+09 -6.12972962e+09 -2.40137485e+09 +5.44626838e+00 -1.20278589e+01 -4.66334655e+00
2458812.250 +1.95629728e+09 -6.12998942e+09 -2.40147558e+09 +5.44625103e+00 -1.20278046e+01 -4.66332526e+00
2458812.500 +1.95641492e+09 -6.13024922e+09 -2.40157630e+09 +5.44623369e+00 -1.20277502e+01 -4.66330398e+00
2458812.750 +1.95653256e+09 -6.13050902e+09 -2.40167703e+09 +5.44621635e+00 -1.20276959e+01 -4.66328269e+00
2458813.000 +1.95665019e+09 -6.13076882e+09 -2.40177776e+09 +5.44619902e+00 -1.20276416e+01 -4.66326141e+00
2458813.250 +1.95676783e+09 -6.13102862e+09 -2.40187848e+09 +5.44618168e+00 -1.20275872e+01 -4.66324013e+00
2458813.500 +1.95688547e+09 -6.13128841e+09 -2.40197921e+09 +5.44616434e+00 -1.20275329e+01 -4.66321885e+00
2458813.750 +1.95700311e+09 -6.13154821e+09 -2.40207993e+09 +5.44614701e+00 -1.20274786e+01 -4.66319757e+00
2458814.000 +1.95712074e+09 -6.13180800e+09 -2.40218066e+09 +5.44612968e+00 -1.20274243e+01 -4.66317630e+00
2458814.250 +1.95723838e+09 -6.13206779e+09 -2.40228138e+09 +5.44611235e+00 -1.20273700e+01 -4.66315503e+00
2458814.500 +1.95735602e+09 -6.13232758e+09 -2.40238211e+09 +5.44609502e+00 -1.20273157e+01 -4.66313375e+00
2458814.750 +1.95747365e+09 -6.13258737e+09 -2.40248283e+09 +5.44607769e+00 -1.20272614e+01 -4.66311249e+00
2458815.000 +1.95759129e+09 -6.13284716e+09 -2.40258355e+09 +5.44606036e+00 -1.20272071e+01 -4.66309122e+00
2458815.250 +1.95770892e+09 -6.13310695e+09 -2.40268428e+09 +5.44604303e+00 -1.20271528e+01 -4.66306995e+00
2458815.500 +1.95782655e+09 -6.13336673e+09 -2.40278500e+09 +5.44602571e+00 -1.20270986e+01 -4.66304869e+00
2458815.750 +1.95794419e+09 -6.13362652e+09 -2.40288572e+09 +5.44600838e+00 -1.20270443e+01 -4.66302743e+00
2458816.000 +1.95806182e+09 -6.13388630e+09 -2.40298644e+09 +5.44599106e+00 -1.20269900e+01 -4.66300617e+00
2458816.250 +1.95817946e+09 -6.13414608e+09 -2.40308716e+09 +5.44597374e+00 -1.20269358e+01 -4.66298491e+00
2458816.500 +1.95829709e+09 -6.13440586e+09 -2.40318788e+09 +5.44595642e+00 -1.20268815e+01 -4.66296365e+00
2458816.750 +1.95841472e+09 -6.13466564e+09 -2.40328860e+09 +5.44593910e+00 -1.20268272e+01 -4.66294240e+00
2458817.000 +1.95853235e+09 -6.13492542e+09 -2.40338932e+09 +5.44592178e+00 -1.20267730e+01 -4.66292115e+00
2458817.250 +1.95864998e+09 -6.13518520e+09 -2.40349004e+09 +5.44590446e+00 -1.20267188e+01 -4.66289990e+00
2458817.500 +1.95876762e+09 -6.13544498e+09 -2.40359076e+09 +5.44588715e+00 -1.20266645e+01 -4.66287865e+00
2458817.750 +1.95888525e+09 -6.13570475e+09 -2.40369148e+09 +5.44586983e+00 -1.20266103e+01 -4.66285740e+00
2458818.000 +1.95900288e+09 -6.13596453e+09 -2.40379219e+09 +5.44585252e+00 -1.20265560e+01 -4.66283616e+00
2458818.250 +1.95912051e+09 -6.13622430e+09 -2.40389291e+09 +5.44583521e+00 -1.20265018e+01 -4.66281491e+00
2458818.500 +1.95923814e+09 -6.13648407e+09 -2.40399363e+09 +5.44581789e+00 -1.20264476e+01 -4.66279367e+00
2458818.750 +1.95935577e+09 -6.13674384e+09 -2.40409434e+09 +5.44580059e+00 -1.20263934e+01 -4.66277244e+00
2458819.000 +1.95947340e+09 -6.13700361e+09 -2.40419506e+09 +5.44578328e+00 -1.20263392e+01 -4.66275120e+00
2458819.250 +1.95959102e+09 -6.13726338e+09 -2.40429577e+09 +5.44576597e+00 -1.20262850e+01 -4.66272996e+00
2458819.500 +1.95970865e+09 -6.13752315e+09 -2.40439649e+09 +5.44574866e+00 -1.20262308e+01 -4.66270873e+00
2458819.750 +1.95982628e+09 -6.13778291e+09 -2.40449720e+09 +5.44573136e+00 -1.20261766e+01 -4.66268750e+00
2458820.000 +1.95994391e+09 -6.13804268e+09 -2.40459792e+09 +5.44571406e+00 -1.20261224e+01 -4.66266627e+00
2458820.250 +1.96006154e+09 -6.13830244e+09 -2.40469863e+09 +5.44569675e+00 -1.20260682e+01 -4.66264504e+00
2458820.500 +1.96017916e+09 -6.13856220e+09 -2.40479934e+09 +5.44567945e+00 -1.20260140e+01 -4.66262382e+00
2458820.750 +1.96029679e+09 -6.13882197e+09 -2.40490006e+09 +5.44566215e+00 -1.20259598e+01 -4.66260259e+00
2458821.000 +1.96041442e+09 -6.13908173e+09 -2.40500077e+09 +5.44564485e+00 -1.20259057e+01 -4.66258137e+00
2458821.250 +1.96053204e+09 -6.13934149e+09 -2.40510148e+09 +5.44562756e+00 -1.20258515e+01 -4.66256015e+00
2458821.500 +1.96064967e+09 -6.13960124e+09 -2.40520219e+09 +5.44561026e+00 -1.20257973e+01 -4.66253893e+00
2458821.750 +1.96076729e+09 -6.13986100e+09 -2.40530290e+09 +5.44559297e+00 -1.20257432e+01 -4.66251772e+00
2458822.000 +1.96088492e+09 -6.14012076e+09 -2.40540361e+09 +5.44557567e+00 -1.20256890e+01 -4.66249650e+00
2458822.250 +1.96100254e+09 -6.14038051e+09 -2.40550432e+09 +5.44555838e+00 -1.20256349e+01 -4.66247529e+00
2458822.500 +1.96112016e+09 -6.14064026e+09 -2.40560503e+09 +5.44554109e+00 -1.20255807e+01 -4.66245408e+00
2458822.750 +1.96123779e+09 -6.14090001e+09 -2.40570574e+09 +5.44552380e+00 -1.20255266e+01 -4.66243287e+00
2458823.000 +1.96135541e+09 -6.14115977e+09 -2.40580645e+09 +5.44550651e+00 -1.20254725e+01 -4.66241166e+00
2458823.250 +1.96147303e+09 -6.14141951e+09 -2.40590716e+09 +5.44548922e+00 -1.20254183e+01 -4.66239046e+00
2458823.500 +1.96159066e+09 -6.14167926e+09 -2.40600786e+09 +5.44547194e+00 -1.20253642e+01 -4.66236926e+00
2458823.750 +1.96170828e+09 -6.14193901e+09 -2.40610857e+09 +5.44545465e+00 -1.20253101e+01 -4.66234805e+00
2458824.000 +1.96182590e+09 -6.14219876e+09 -2.40620928e+09 +5.44543737e+00 -1.20252560e+01 -4.66232685e+00
2458824.250 +1.96194352e+09 -6.14245850e+09 -2.40630998e+09 +5.44542009e+00 -1.20252019e+01 -4.66230566e+00
2458824.500 +1.96206114e+09 -6.14271825e+09 -2.40641069e+09 +5.44540280e+00 -1.20251478e+01 -4.66228446e+00
2458824.750 +1.96217876e+09 -6.14297799e+09 -2.40651139e+09 +5.44538552e+00 -1.20250937e+01 -4.66226327e+00
2458825.000 +1.96229638e+09 -6.14323773e+09 -2.40661210e+09 +5.44536824e+00 -1.20250396e+01 -4.66224208e+00
2458825.250 +1.96241400e+09 -6.14349747e+09 -2.40671280e+09 +5.44535097e+00 -1.20249855e+01 -4.66222089e+00
2458825.500 +1.96253162e+09 -6.14375721e+09 -2.40681351e+09 +5.44533369e+00 -1.20249314e+01 -4.66219970e+00
2458825.750 +1.96264924e+09 -6.14401695e+09 -2.40691421e+09 +5.44531642e+00 -1.20248773e+01 -4.66217851e+00
2458826.000 +1.96276686e+09 -6.14427668e+09 -2.40701491e+09 +5.44529914e+00 -1.20248232e+01 -4.66215733e+00
2458826.250 +1.96288448e+09 -6.14453642e+09 -2.40711561e+09 +5.44528187e+00 -1.20247692e+01 -4.66213615e+00
2458826.500 +1.96300210e+09 -6.14479615e+09 -2.40721632e+09 +5.44526460e+00 -1.20247151e+01 -4.66211497e+00
2458826.750 +1.96311971e+09 -6.14505589e+09 -2.40731702e+09 +5.44524733e+00 -1.20246610e+01 -4.66209379e+00
2458827.000 +1.96323733e+09 -6.14531562e+09 -2.40741772e+09 +5.44523006e+00 -1.20246070e+01 -4.66207261e+00
2458827.250 +1.96335495e+09 -6.14557535e+09 -2.40751842e+09 +5.44521279e+00 -1.20245529e+01 -4.66205144e+00
2458827.500 +1.96347256e+09 -6.14583508e+09 -2.40761912e+09 +5.44519552e+00 -1.20244989e+01 -4.66203026e+00
2458827.750 +1.96359018e+09 -6.14609481e+09 -2.40771982e+09 +5.44517826e+00 -1.20244448e+01 -4.66200909e+00
2458828.000 +1.96370780e+09 -6.14635454e+09 -2.40782052e+09 +5.44516099e+00 -1.20243908e+01 -4.66198792e+00
2458828.250 +1.96382541e+09 -6.14661426e+09 -2.40792122e+09 +5.44514373e+00 -1.20243368e+01 -4.66196676e+00
2458828.500 +1.96394303e+09 -6.14687399e+09 -2.40802191e+09 +5.44512647e+00 -1.20242827e+01 -4.66194559e+00
2458828.750 +1.96406064e+09 -6.14713371e+09 -2.40812261e+09 +5.44510921e+00 -1.20242287e+01 -4.66192443e+00
2458829.000 +1.96417825e+09 -6.14739343e+09 -2.40822331e+09 +5.44509195e+00 -1.20241747e+01 -4.66190327e+00
2458829.250 +1.96429587e+09 -6.14765316e+09 -2.40832401e+09 +5.44507469e+00 -1.20241207e+01 -4.66188211e+00
2458829.500 +1.96441348e+09 -6.14791288e+09 -2.40842470e+09 +5.44505743e+00 -1.20240667e+01 -4.66186095e+00
2458829.750 +1.96453109e+09 -6.14817259e+09 -2.40852540e+09 +5.44504018e+00 -1.20240127e+01 -4.66183979e+00
2458830.000 +1.96464871e+09 -6.14843231e+09 -2.40862609e+09 +5.44502292e+00 -1.20239587e+01 -4.66181864e+00
2458830.250 +1.96476632e+09 -6.14869203e+09 -2.40872679e+09 +5.44500567e+00 -1.20239047e+01 -4.66179749e+00
2458830.500 +1.96488393e+09 -6.14895175e+09 -2.40882748e+09 +5.44498842e+00 -1.20238507e+01 -4.66177634e+00
2458830.750 +1.96500154e+09 -6.14921146e+09 -2.40892818e+09 +5.44497117e+00 -1.20237967e+01 -4.66175519e+00
2458831.000 +1.96511915e+09 -6.14947117e+09 -2.40902887e+09 +5.44495392e+00 -1.20237427e+01 -4.66173404e+00
2458831.250 +1.96523676e+09 -6.14973089e+09 -2.40912957e+09 +5.44493667e+00 -1.20236887e+01 -4.66171290e+00
2458831.500 +1.96535438e+09 -6.14999060e+09 -2.40923026e+09 +5.44491942e+00 -1.20236348e+01 -4.66169176e+00
2458831.750 +1.96547199e+09 -6.15025031e+09 -2.40933095e+09 +5.44490218e+00 -1.20235808e+01 -4.66167062e+00
2458832.000 +1.96558960e+09 -6.15051002e+09 -2.40943164e+09 +5.44488493e+00 -1.20235268e+01 -4.66164948e+00
2458832.250 +1.96570720e+09 -6.15076972e+09 -2.40953233e+09 +5.44486769e+00 -1.20234729e+01 -4.66162834e+00
2458832.500 +1.96582481e+09 -6.15102943e+09 -2.40963302e+09 +5.44485045e+00 -1.20234189e+01 -4.66160720e+00
2458832.750 +1.96594242e+09 -6.15128914e+09 -2.40973372e+09 +5.44483321e+00 -1.20233650e+01 -4.66158607e+00
2458833.000 +1.96606003e+09 -6.15154884e+09 -2.40983441e+09 +5.44481597e+00 -1.20233110e+01 -4.66156494e+00
2458833.250 +1.96617764e+09 -6.15180854e+09 -2.40993509e+09 +5.44479873e+00 -1.20232571e+01 -4.66154381e+00
2458833.500 +1.96629525e+09 -6.15206824e+09 -2.41003578e+09 +5.44478149e+00 -1.20232032e+01 -4.66152268e+00
2458833.750 +1.96641285e+09 -6.15232794e+09 -2.41013647e+09 +5.44476426e+00 -1.20231492e+01 -4.66150156e+00
2458834.000 +1.96653046e+09 -6.15258764e+09 -2.41023716e+09 +5.44474702e+00 -1.20230953e+01 -4.66148043e+00
2458834.250 +1.96664807e+09 -6.15284734e+09 -2.41033785e+09 +5.44472979e+00 -1.20230414e+01 -4.66145931e+00
2458834.500 +1.96676567e+09 -6.15310704e+09 -2.41043854e+09 +5.44471255e+00 -1.20229875e+01 -4.66143819e+00
2458834.750 +1.96688328e+09 -6.15336674e+09 -2.41053922e+09 +5.44469532e+00 -1.20229336e+01 -4.66141707e+00
2458835.000 +1.96700088e+09 -6.15362643e+09 -2.41063991e+09 +5.44467809e+00 -1.20228797e+01 -4.66139596e+00
2458835.250 +1.96711849e+09 -6.15388612e+09 -2.41074059e+09 +5.44466087e+00 -1.20228258e+01 -4.66137484e+00
2458835.500 +1.96723609e+09 -6.15414582e+09 -2.41084128e+09 +5.44464364e+00 -1.20227719e+01 -4.66135373e+00
2458835.750 +1.96735370e+09 -6.15440551e+09 -2.41094197e+09 +5.44462641e+00 -1.20227180e+01 -4.66133262e+00
2458836.000 +1.96747130e+09 -6.15466520e+09 -2.41104265e+09 +5.44460919e+00 -1.20226641e+01 -4.66131151e+00
2458836.250 +1.96758890e+09 -6.15492489e+09 -2.41114333e+09 +5.44459196e+00 -1.20226102e+01 -4.66129040e+00
2458836.500 +1.96770651e+09 -6.15518457e+09 -2.41124402e+09 +5.44457474e+00 -1.20225563e+01 -4.66126930e+00
2458836.750 +1.96782411e+09 -6.15544426e+09 -2.41134470e+09 +5.44455752e+00 -1.20225025e+01 -4.66124820e+00
