#Time (UTC),x (km),y (km),z (km),Sun-NH Dist (km),Sun-NH Dist (AU),Vx (km/sec),Vy (km/sec),Vz (km/sec),Velocity (km/sec)
1/12/23,2480085636,-7310252707,-2856726780,8231130378,55.02,5.319518,-11.810071,-4.567485,13.734517
1/13/23,2480545239,-7311273091,-2857121408,8232312047,55.03,5.319445,-11.809925,-4.567427,13.734345
1/14/23,2481004836,-7312293462,-2857516031,8233493702,55.04,5.319372,-11.809779,-4.56737,13.734172
1/15/23,2481464427,-7313313821,-2857910649,8234675344,55.05,5.319299,-11.809634,-4.567313,13.733999
1/16/23,2481924011,-7314334167,-2858305263,8235856973,55.05,5.319227,-11.809488,-4.567255,13.733827
1/17/23,2482383589,-7315354501,-2858699871,8237038588,55.06,5.319154,-11.809343,-4.567198,13.733655
1/18/23,2482843161,-7316374822,-2859094475,8238220190,55.07,5.319081,-11.809197,-4.567141,13.733482
1/19/23,2483302726,-7317395130,-2859489073,8239401779,55.08,5.319009,-11.809052,-4.567084,13.73331
1/20/23,2483762285,-7318415426,-2859883667,8240583354,55.08,5.318936,-11.808907,-4.567027,13.733138
1/21/23,2484221838,-7319435709,-2860278255,8241764916,55.09,5.318864,-11.808761,-4.566969,13.732966
1/22/23,2484681385,-7320455980,-2860672839,8242946465,55.10,5.318791,-11.808616,-4.566912,13.732794
1/23/23,2485140925,-7321476238,-2861067418,8244128001,55.11,5.318718,-11.808471,-4.566855,13.732623
1/24/23,2485600460,-7322496484,-2861461991,8245309523,55.12,5.318646,-11.808326,-4.566798,13.732451
1/25/23,2486059988,-7323516717,-2861856560,8246491031,55.12,5.318573,-11.808181,-4.566741,13.732279
1/26/23,2486519509,-7324536937,-2862251124,8247672527,55.13,5.318501,-11.808036,-4.566684,13.732108
1/27/23,2486979024,-7325557145,-2862645683,8248854009,55.14,5.318428,-11.807892,-4.566627,13.731936
1/28/23,2487438534,-7326577341,-2863040237,8250035478,55.15,5.318356,-11.807747,-4.56657,13.731765
1/29/23,2487898036,-7327597524,-2863434787,8251216934,55.16,5.318284,-11.807603,-4.566513,13.731594
1/30/23,2488357533,-7328617695,-2863829331,8252398376,55.16,5.318211,-11.807458,-4.566456,13.731423
1/31/23,2488817023,-7329637853,-2864223870,8253579806,55.17,5.318139,-11.807314,-4.5664,13.731252
2/1/23,2489276507,-7330657998,-2864618405,8254761222,55.18,5.318067,-11.80717,-4.566343,13.731081
2/2/23,2489735985,-7331678132,-2865012934,8255942624,55.19,5.317994,-11.807026,-4.566286,13.73091
2/3/23,2490195457,-7332698253,-2865407459,8257124014,55.20,5.317922,-11.806882,-4.566229,13.730739
2/4/23,2490654922,-7333718361,-2865801979,8258305390,55.20,5.31785,-11.806738,-4.566173,13.730569
2/5/23,2491114381,-7334738457,-2866196494,8259486753,55.21,5.317778,-11.806594,-4.566116,13.730398
2/6/23,2491573834,-7335758540,-2866591004,8260668103,55.22,5.317706,-11.80645,-4.56606,13.730228
2/7/23,2492033281,-7336778611,-2866985509,8261849440,55.23,5.317633,-11.806307,-4.566003,13.730058
2/8/23,2492492721,-7337798670,-2867380009,8263030764,55.23,5.317561,-11.806163,-4.565947,13.729888
2/9/23,2492952155,-7338818716,-2867774504,8264212074,55.24,5.317489,-11.80602,-4.56589,13.729718
2/10/23,2493411583,-7339838750,-2868168995,8265393372,55.25,5.317417,-11.805876,-4.565834,13.729548
2/11/23,2493871005,-7340858772,-2868563480,8266574656,55.26,5.317345,-11.805733,-4.565777,13.729378
2/12/23,2494330421,-7341878781,-2868957961,8267755927,55.27,5.317274,-11.80559,-4.565721,13.729209
2/13/23,2494789830,-7342898778,-2869352437,8268937185,55.27,5.317202,-11.805447,-4.565665,13.729039
2/14/23,2495249233,-7343918762,-2869746908,8270118430,55.28,5.31713,-11.805304,-4.565609,13.72887
2/15/23,2495708630,-7344938734,-2870141374,8271299661,55.29,5.317058,-11.805162,-4.565552,13.728701
2/16/23,2496168021,-7345958694,-2870535836,8272480880,55.30,5.316987,-11.805019,-4.565496,13.728531
2/17/23,2496627405,-7346978642,-2870930292,8273662085,55.31,5.316915,-11.804876,-4.56544,13.728362
2/18/23,2497086784,-7347998577,-2871324744,8274843278,55.31,5.316844,-11.804734,-4.565384,13.728194
2/19/23,2497546156,-7349018500,-2871719190,8276024457,55.32,5.316772,-11.804591,-4.565328,13.728025
2/20/23,2498005522,-7350038410,-2872113632,8277205624,55.33,5.316701,-11.804449,-4.565272,13.727856
2/21/23,2498464882,-7351058308,-2872508069,8278386777,55.34,5.316629,-11.804307,-4.565216,13.727688
2/22/23,2498924236,-7352078194,-2872902502,8279567917,55.35,5.316558,-11.804165,-4.56516,13.727519
2/23/23,2499383583,-7353098068,-2873296929,8280749044,55.35,5.316487,-11.804023,-4.565104,13.727351
2/24/23,2499842924,-7354117930,-2873691352,8281930159,55.36,5.316416,-11.803881,-4.565049,13.727183
2/25/23,2500302260,-7355137779,-2874085770,8283111260,55.37,5.316344,-11.803739,-4.564993,13.727015
2/26/23,2500761589,-7356157616,-2874480182,8284292348,55.38,5.316273,-11.803597,-4.564937,13.726847
2/27/23,2501220912,-7357177440,-2874874591,8285473423,55.38,5.316202,-11.803455,-4.564881,13.726679
2/28/23,2501680228,-7358197253,-2875268994,8286654486,55.39,5.316131,-11.803314,-4.564826,13.726511
3/1/23,2502139539,-7359217053,-2875663393,8287835535,55.40,5.31606,-11.803172,-4.56477,13.726343
3/2/23,2502598844,-7360236841,-2876057786,8289016571,55.41,5.31599,-11.803031,-4.564714,13.726176
3/3/23,2503058142,-7361256617,-2876452175,8290197595,55.42,5.315919,-11.80289,-4.564659,13.726008
3/4/23,2503517435,-7362276380,-2876846559,8291378605,55.42,5.315848,-11.802748,-4.564603,13.725841
3/5/23,2503976721,-7363296132,-2877240939,8292559602,55.43,5.315778,-11.802607,-4.564548,13.725674
3/6/23,2504436001,-7364315871,-2877635313,8293740587,55.44,5.315707,-11.802466,-4.564492,13.725507
3/7/23,2504895275,-7365335598,-2878029683,8294921559,55.45,5.315636,-11.802325,-4.564437,13.72534
3/8/23,2505354543,-7366355313,-2878424048,8296102517,55.46,5.315566,-11.802184,-4.564382,13.725173
3/9/23,2505813805,-7367375015,-2878818408,8297283463,55.46,5.315496,-11.802043,-4.564326,13.725006
3/10/23,2506273060,-7368394706,-2879212764,8298464396,55.47,5.315425,-11.801903,-4.564271,13.72484
3/11/23,2506732310,-7369414384,-2879607114,8299645316,55.48,5.315355,-11.801762,-4.564216,13.724673
3/12/23,2507191554,-7370434050,-2880001460,8300826223,55.49,5.315285,-11.801621,-4.564161,13.724507
3/13/23,2507650791,-7371453704,-2880395801,8302007117,55.50,5.315215,-11.801481,-4.564105,13.72434
3/14/23,2508110023,-7372473346,-2880790137,8303187999,55.50,5.315144,-11.801341,-4.56405,13.724174
3/15/23,2508569248,-7373492976,-2881184469,8304368867,55.51,5.315074,-11.8012,-4.563995,13.724008
3/16/23,2509028468,-7374512593,-2881578796,8305549723,55.52,5.315004,-11.80106,-4.56394,13.723842
3/17/23,2509487681,-7375532199,-2881973118,8306730566,55.53,5.314934,-11.80092,-4.563885,13.723676
3/18/23,2509946888,-7376551792,-2882367435,8307911396,55.53,5.314865,-11.80078,-4.56383,13.723511
3/19/23,2510406090,-7377571374,-2882761748,8309092213,55.54,5.314795,-11.80064,-4.563775,13.723345
3/20/23,2510865285,-7378590943,-2883156056,8310273018,55.55,5.314725,-11.8005,-4.563721,13.72318
3/21/23,2511324474,-7379610500,-2883550359,8311453809,55.56,5.314656,-11.800361,-4.563666,13.723014
3/22/23,2511783657,-7380630045,-2883944657,8312634588,55.57,5.314586,-11.800221,-4.563611,13.722849
3/23/23,2512242835,-7381649579,-2884338951,8313815354,55.57,5.314517,-11.800082,-4.563556,13.722684
3/24/23,2512702006,-7382669100,-2884733239,8314996107,55.58,5.314447,-11.799943,-4.563502,13.722519
3/25/23,2513161171,-7383688609,-2885127524,8316176848,55.59,5.314378,-11.799803,-4.563447,13.722355
3/26/23,2513620330,-7384708106,-2885521803,8317357576,55.60,5.314309,-11.799664,-4.563393,13.72219
3/27/23,2514079484,-7385727591,-2885916078,8318538291,55.61,5.31424,-11.799525,-4.563338,13.722026
3/28/23,2514538631,-7386747064,-2886310348,8319718994,55.61,5.314171,-11.799386,-4.563284,13.721862
3/29/23,2514997773,-7387766524,-2886704613,8320899683,55.62,5.314103,-11.799247,-4.56323,13.721698
3/30/23,2515456908,-7388785973,-2887098874,8322080361,55.63,5.314034,-11.799109,-4.563175,13.721534
3/31/23,2515916038,-7389805410,-2887493130,8323261025,55.64,5.313966,-11.79897,-4.563121,13.72137
4/1/23,2516375161,-7390824835,-2887887381,8324441677,55.65,5.313898,-11.798831,-4.563067,13.721206
4/2/23,2516834279,-7391844248,-2888281628,8325622316,55.65,5.31383,-11.798692,-4.563013,13.721043
4/3/23,2517293391,-7392863650,-2888675870,8326802942,55.66,5.313762,-11.798554,-4.562958,13.720879
4/4/23,2517752497,-7393883039,-2889070107,8327983556,55.67,5.313695,-11.798415,-4.562904,13.720716
4/5/23,2518211598,-7394902416,-2889464340,8329164157,55.68,5.313627,-11.798277,-4.56285,13.720553
4/6/23,2518670692,-7395921781,-2889858568,8330344746,55.68,5.31356,-11.798138,-4.562796,13.720389
4/7/23,2519129781,-7396941134,-2890252791,8331525322,55.69,5.313493,-11.797999,-4.562742,13.720226
4/8/23,2519588864,-7397960475,-2890647010,8332705885,55.70,5.313426,-11.797861,-4.562688,13.720063
4/9/23,2520047941,-7398979804,-2891041223,8333886436,55.71,5.313359,-11.797722,-4.562634,13.7199
4/10/23,2520507012,-7399999121,-2891435433,8335066974,55.72,5.313292,-11.797583,-4.562579,13.719737
4/11/23,2520966078,-7401018427,-2891829637,8336247499,55.72,5.313226,-11.797444,-4.562525,13.719573
4/12/23,2521425138,-7402037720,-2892223837,8337428012,55.73,5.313159,-11.797305,-4.562471,13.71941
4/13/23,2521884192,-7403057001,-2892618032,8338608512,55.74,5.313093,-11.797166,-4.562417,13.719247
4/14/23,2522343240,-7404076270,-2893012223,8339788999,55.75,5.313026,-11.797027,-4.562362,13.719084
4/15/23,2522802283,-7405095527,-2893406408,8340969474,55.76,5.31296,-11.796888,-4.562308,13.71892
4/16/23,2523261320,-7406114772,-2893800589,8342149936,55.76,5.312894,-11.796749,-4.562254,13.718757
4/17/23,2523720351,-7407134006,-2894194766,8343330386,55.77,5.312828,-11.79661,-4.562199,13.718594
4/18/23,2524179376,-7408153227,-2894588937,8344510823,55.78,5.312762,-11.796471,-4.562145,13.718431
4/19/23,2524638396,-7409172436,-2894983104,8345691247,55.79,5.312696,-11.796332,-4.562091,13.718267
4/20/23,2525097410,-7410191633,-2895377267,8346871659,55.80,5.31263,-11.796193,-4.562036,13.718104
4/21/23,2525556418,-7411210818,-2895771424,8348052057,55.80,5.312564,-11.796054,-4.561982,13.71794
4/22/23,2526015421,-7412229991,-2896165577,8349232444,55.81,5.312498,-11.795914,-4.561927,13.717777
4/23/23,2526474418,-7413249152,-2896559725,8350412817,55.82,5.312432,-11.795775,-4.561873,13.717614
4/24/23,2526933409,-7414268301,-2896953869,8351593178,55.83,5.312366,-11.795636,-4.561818,13.71745
4/25/23,2527392395,-7415287438,-2897348008,8352773526,55.83,5.3123,-11.795496,-4.561764,13.717287
4/26/23,2527851375,-7416306563,-2897742142,8353953862,55.84,5.312235,-11.795357,-4.561709,13.717123
4/27/23,2528310349,-7417325675,-2898136271,8355134185,55.85,5.312169,-11.795218,-4.561655,13.71696
4/28/23,2528769318,-7418344776,-2898530396,8356314495,55.86,5.312103,-11.795078,-4.5616,13.716796
4/29/23,2529228280,-7419363865,-2898924515,8357494792,55.87,5.312037,-11.794939,-4.561546,13.716633
4/30/23,2529687238,-7420382942,-2899318631,8358675077,55.87,5.311971,-11.794799,-4.561491,13.716469
5/1/23,2530146189,-7421402006,-2899712741,8359855349,55.88,5.311906,-11.79466,-4.561437,13.716306
5/2/23,2530605135,-7422421059,-2900106847,8361035609,55.89,5.31184,-11.79452,-4.561382,13.716142
5/3/23,2531064075,-7423440099,-2900500948,8362215855,55.90,5.311774,-11.794381,-4.561327,13.715979
5/4/23,2531523010,-7424459128,-2900895044,8363396089,55.91,5.311709,-11.794241,-4.561273,13.715815
5/5/23,2531981938,-7425478144,-2901289136,8364576311,55.91,5.311643,-11.794102,-4.561218,13.715652
5/6/23,2532440862,-7426497149,-2901683223,8365756519,55.92,5.311578,-11.793962,-4.561164,13.715488
5/7/23,2532899779,-7427516141,-2902077305,8366936715,55.93,5.311512,-11.793823,-4.561109,13.715325
5/8/23,2533358691,-7428535121,-2902471382,8368116899,55.94,5.311446,-11.793683,-4.561054,13.715161
5/9/23,2533817597,-7429554089,-2902865455,8369297069,55.95,5.311381,-11.793544,-4.561,13.714997
5/10/23,2534276497,-7430573046,-2903259523,8370477227,55.95,5.311315,-11.793404,-4.560945,13.714834
5/11/23,2534735392,-7431591990,-2903653586,8371657372,55.96,5.311249,-11.793264,-4.56089,13.71467
5/12/23,2535194281,-7432610922,-2904047645,8372837505,55.97,5.311184,-11.793125,-4.560836,13.714507
5/13/23,2535653165,-7433629842,-2904441699,8374017625,55.98,5.311118,-11.792985,-4.560781,13.714343
5/14/23,2536112042,-7434648750,-2904835748,8375197732,55.98,5.311053,-11.792846,-4.560726,13.714179
5/15/23,2536570915,-7435667645,-2905229792,8376377826,55.99,5.310987,-11.792706,-4.560672,13.714015
5/16/23,2537029781,-7436686529,-2905623832,8377557908,56.00,5.310921,-11.792566,-4.560617,13.713852
5/17/23,2537488642,-7437705401,-2906017867,8378737977,56.01,5.310856,-11.792427,-4.560562,13.713688
5/18/23,2537947497,-7438724260,-2906411897,8379918033,56.02,5.31079,-11.792287,-4.560507,13.713524
5/19/23,2538406346,-7439743108,-2906805922,8381098076,56.02,5.310724,-11.792147,-4.560453,13.713361
5/20/23,2538865190,-7440761944,-2907199943,8382278107,56.03,5.310658,-11.792008,-4.560398,13.713197
5/21/23,2539324028,-7441780767,-2907593959,8383458125,56.04,5.310593,-11.791868,-4.560343,13.713033
5/22/23,2539782860,-7442799578,-2907987971,8384638130,56.05,5.310527,-11.791728,-4.560288,13.712869
5/23/23,2540241687,-7443818378,-2908381977,8385818123,56.06,5.310461,-11.791588,-4.560234,13.712705
5/24/23,2540700508,-7444837165,-2908775979,8386998103,56.06,5.310395,-11.791449,-4.560179,13.712541
5/25/23,2541159323,-7445855940,-2909169976,8388178070,56.07,5.310329,-11.791309,-4.560124,13.712378
5/26/23,2541618133,-7446874703,-2909563968,8389358024,56.08,5.310264,-11.791169,-4.560069,13.712214
5/27/23,2542076937,-7447893454,-2909957956,8390537966,56.09,5.310198,-11.79103,-4.560014,13.71205
5/28/23,2542535735,-7448912193,-2910351939,8391717895,56.10,5.310132,-11.79089,-4.55996,13.711886
5/29/23,2542994528,-7449930920,-2910745917,8392897811,56.10,5.310066,-11.79075,-4.559905,13.711722
5/30/23,2543453315,-7450949635,-2911139890,8394077715,56.11,5.31,-11.790611,-4.55985,13.711558
5/31/23,2543912096,-7451968337,-2911533859,8395257605,56.12,5.309933,-11.790471,-4.559795,13.711394
6/1/23,2544370871,-7452987028,-2911927823,8396437483,56.13,5.309867,-11.790331,-4.55974,13.71123
6/2/23,2544829641,-7454005707,-2912321782,8397617349,56.13,5.309801,-11.790192,-4.559686,13.711066
6/3/23,2545288405,-7455024373,-2912715737,8398797201,56.14,5.309735,-11.790052,-4.559631,13.710902
6/4/23,2545747163,-7456043028,-2913109686,8399977041,56.15,5.309668,-11.789912,-4.559576,13.710738
6/5/23,2546205915,-7457061670,-2913503631,8401156868,56.16,5.309602,-11.789773,-4.559521,13.710574
6/6/23,2546664662,-7458080300,-2913897572,8402336682,56.17,5.309536,-11.789633,-4.559466,13.71041
6/7/23,2547123403,-7459098919,-2914291507,8403516484,56.17,5.309469,-11.789494,-4.559412,13.710246
6/8/23,2547582138,-7460117525,-2914685438,8404696273,56.18,5.309402,-11.789354,-4.559357,13.710082
6/9/23,2548040868,-7461136119,-2915079364,8405876049,56.19,5.309336,-11.789215,-4.559302,13.709918
6/10/23,2548499592,-7462154701,-2915473285,8407055812,56.20,5.309269,-11.789075,-4.559247,13.709754
6/11/23,2548958310,-7463173271,-2915867202,8408235563,56.21,5.309202,-11.788936,-4.559193,13.709591
6/12/23,2549417022,-7464191829,-2916261114,8409415301,56.21,5.309135,-11.788797,-4.559138,13.709427
6/13/23,2549875728,-7465210375,-2916655021,8410595026,56.22,5.309068,-11.788657,-4.559083,13.709263
6/14/23,2550334429,-7466228909,-2917048923,8411774738,56.23,5.309001,-11.788518,-4.559028,13.709099
6/15/23,2550793124,-7467247431,-2917442821,8412954438,56.24,5.308934,-11.788379,-4.558974,13.708935
6/16/23,2551251813,-7468265941,-2917836714,8414134125,56.25,5.308867,-11.78824,-4.558919,13.708772
6/17/23,2551710496,-7469284439,-2918230602,8415313799,56.25,5.3088,-11.788101,-4.558865,13.708608
6/18/23,2552169173,-7470302925,-2918624486,8416493460,56.26,5.308733,-11.787962,-4.55881,13.708445
6/19/23,2552627845,-7471321399,-2919018365,8417673109,56.27,5.308665,-11.787824,-4.558756,13.708281
6/20/23,2553086510,-7472339861,-2919412239,8418852745,56.28,5.308598,-11.787685,-4.558701,13.708118
6/21/23,2553545170,-7473358311,-2919806108,8420032369,56.28,5.308531,-11.787547,-4.558647,13.707955
6/22/23,2554003825,-7474376749,-2920199973,8421211980,56.29,5.308463,-11.787408,-4.558593,13.707791
6/23/23,2554462473,-7475395175,-2920593833,8422391578,56.30,5.308396,-11.78727,-4.558538,13.707628
6/24/23,2554921115,-7476413589,-2920987688,8423571163,56.31,5.308329,-11.787132,-4.558484,13.707465
6/25/23,2555379752,-7477431991,-2921381539,8424750736,56.32,5.308261,-11.786994,-4.55843,13.707302
6/26/23,2555838383,-7478450382,-2921775385,8425930296,56.32,5.308194,-11.786856,-4.558376,13.70714
6/27/23,2556297008,-7479468760,-2922169227,8427109844,56.33,5.308127,-11.786718,-4.558322,13.706977
6/28/23,2556755627,-7480487127,-2922563063,8428289378,56.34,5.308059,-11.78658,-4.558268,13.706814
6/29/23,2557214241,-7481505481,-2922956895,8429468901,56.35,5.307992,-11.786442,-4.558214,13.706652
6/30/23,2557672848,-7482523824,-2923350723,8430648410,56.36,5.307925,-11.786304,-4.55816,13.706489
7/1/23,2558131450,-7483542154,-2923744545,8431827907,56.36,5.307858,-11.786166,-4.558106,13.706327
7/2/23,2558590046,-7484560473,-2924138363,8433007392,56.37,5.307791,-11.786028,-4.558052,13.706164
7/3/23,2559048636,-7485578780,-2924532176,8434186863,56.38,5.307724,-11.78589,-4.557998,13.706002
7/4/23,2559507221,-7486597075,-2924925985,8435366323,56.39,5.307657,-11.785753,-4.557944,13.705839
7/5/23,2559965799,-7487615358,-2925319789,8436545769,56.39,5.307589,-11.785615,-4.55789,13.705677
7/6/23,2560424372,-7488633629,-2925713588,8437725203,56.40,5.307522,-11.785477,-4.557836,13.705515
7/7/23,2560882939,-7489651889,-2926107383,8438904624,56.41,5.307455,-11.78534,-4.557782,13.705352
7/8/23,2561341500,-7490670136,-2926501173,8440084033,56.42,5.307388,-11.785202,-4.557728,13.70519
7/9/23,2561800056,-7491688372,-2926894959,8441263429,56.43,5.307321,-11.785064,-4.557674,13.705028
7/10/23,2562258605,-7492706595,-2927288739,8442442813,56.43,5.307254,-11.784926,-4.55762,13.704865
7/11/23,2562717149,-7493724807,-2927682515,8443622183,56.44,5.307186,-11.784789,-4.557566,13.704703
7/12/23,2563175687,-7494743007,-2928076287,8444801542,56.45,5.307119,-11.784651,-4.557512,13.70454
7/13/23,2563634219,-7495761195,-2928470053,8445980887,56.46,5.307052,-11.784513,-4.557458,13.704378
7/14/23,2564092746,-7496779371,-2928863815,8447160220,56.47,5.306984,-11.784376,-4.557404,13.704215
7/15/23,2564551266,-7497797535,-2929257573,8448339541,56.47,5.306917,-11.784238,-4.55735,13.704053
7/16/23,2565009781,-7498815687,-2929651325,8449518848,56.48,5.306849,-11.784101,-4.557296,13.703891
7/17/23,2565468290,-7499833827,-2930045073,8450698144,56.49,5.306781,-11.783963,-4.557242,13.703728
7/18/23,2565926793,-7500851956,-2930438817,8451877426,56.50,5.306714,-11.783826,-4.557188,13.703566
7/19/23,2566385290,-7501870072,-2930832555,8453056696,56.51,5.306646,-11.783688,-4.557134,13.703403
7/20/23,2566843781,-7502888177,-2931226289,8454235953,56.51,5.306578,-11.783551,-4.55708,13.703241
7/21/23,2567302267,-7503906270,-2931620019,8455415198,56.52,5.30651,-11.783414,-4.557026,13.703079
7/22/23,2567760746,-7504924351,-2932013743,8456594430,56.53,5.306442,-11.783277,-4.556972,13.702917
7/23/23,2568219220,-7505942420,-2932407463,8457773650,56.54,5.306373,-11.78314,-4.556918,13.702754
7/24/23,2568677687,-7506960478,-2932801179,8458952856,56.54,5.306305,-11.783003,-4.556864,13.702592
7/25/23,2569136149,-7507978523,-2933194889,8460132051,56.55,5.306237,-11.782866,-4.55681,13.70243
7/26/23,2569594605,-7508996557,-2933588596,8461311232,56.56,5.306169,-11.782729,-4.556757,13.702268
